x       y          rho          Jx      Jy

0	0	0.998333	0	0
0	1	0.998333	0	0
0	2	0.998333	0	0
0	3	0.998333	0	0
0	4	0.998333	0	0
0	5	0.998333	0	0
1	0	0.998333	0	0
1	1	0.998333	0	0
1	2	0.998333	0	0
1	3	0.998333	0	0
1	4	0.998333	0	0
1	5	0.998333	0.1	0
2	0	0.998333	0	0
2	1	0.998333	0	0
2	2	0.998333	0	0
2	3	0.998333	0	0
2	4	0.998333	0	0
2	5	0.998333	0.1	0
3	0	0.998333	0	0
3	1	0.998333	0	0
3	2	0.998333	0	0
3	3	0.998333	0	0
3	4	0.998333	0	0
3	5	0.998333	0.1	0
4	0	0.998333	0	0
4	1	0.998333	0	0
4	2	0.998333	0	0
4	3	0.998333	0	0
4	4	0.998333	0	0
4	5	0.998333	0.1	0
5	0	0.998333	0	0
5	1	0.998333	0	0
5	2	0.998333	0	0
5	3	0.998333	0	0
5	4	0.998333	0	0
5	5	0.998333	0.1	0
6	0	0.998333	0	0
6	1	0.998333	0	0
6	2	0.998333	0	0
6	3	0.998333	0	0
6	4	0.998333	0	0
6	5	0.998333	0.1	0
7	0	0.998333	0	0
7	1	0.998333	0	0
7	2	0.998333	0	0
7	3	0.998333	0	0
7	4	0.998333	0	0
7	5	0.998333	0.1	0
8	0	0.998333	0	0
8	1	0.998333	0	0
8	2	0.998333	0	0
8	3	0.998333	0	0
8	4	0.998333	0	0
8	5	0.998333	0.1	0
9	0	0.998333	0	0
9	1	0.998333	0	0
9	2	0.998333	0	0
9	3	0.998333	0	0
9	4	0.998333	0	0
9	5	0.998333	0	0
--------------------Nuevo tiempo = 1 ---------------------------------------
0	0	1.00513	0	0
0	1	0.999493	0	0
0	2	0.999493	0	0
0	3	0.999493	0	0
0	4	0.995474	0	0
0	5	0.994405	0	0
1	0	1.00307	0	0
1	1	0.999493	0	0
1	2	0.999493	0	0
1	3	0.999493	0	0
1	4	1.00111	0	0
1	5	0.985123	0.1	0
2	0	1.00046	0	0
2	1	0.999493	0	0
2	2	0.999493	0	0
2	3	0.999493	0	0
2	4	0.999046	0	0
2	5	0.997903	0.1	0
3	0	1.00046	0	0
3	1	0.999493	0	0
3	2	0.999493	0	0
3	3	0.999493	0	0
3	4	0.999046	0	0
3	5	0.997903	0.1	0
4	0	1.00046	0	0
4	1	0.999493	0	0
4	2	0.999493	0	0
4	3	0.999493	0	0
4	4	0.999046	0	0
4	5	0.997903	0.1	0
5	0	1.00046	0	0
5	1	0.999493	0	0
5	2	0.999493	0	0
5	3	0.999493	0	0
5	4	0.999046	0	0
5	5	0.997903	0.1	0
6	0	1.00046	0	0
6	1	0.999493	0	0
6	2	0.999493	0	0
6	3	0.999493	0	0
6	4	0.999046	0	0
6	5	0.997903	0.1	0
7	0	1.00046	0	0
7	1	0.999493	0	0
7	2	0.999493	0	0
7	3	0.999493	0	0
7	4	0.999046	0	0
7	5	0.997903	0.1	0
8	0	0.994828	0	0
8	1	0.999493	0	0
8	2	0.999493	0	0
8	3	0.999493	0	0
8	4	1.00307	0	0
8	5	1.00299	0.1	0
9	0	0.996888	0	0
9	1	0.999493	0	0
9	2	0.999493	0	0
9	3	0.999493	0	0
9	4	0.997433	0	0
9	5	1.01227	0	0
--------------------Nuevo tiempo = 2 ---------------------------------------
0	0	1.00697	0	0
0	1	0.982958	0	0
