--------------------Nuevo tiempo = 0 ---------------------------------------
--------------------Nuevo tiempo = 1 ---------------------------------------
--------------------Nuevo tiempo = 2 ---------------------------------------
--------------------Nuevo tiempo = 3 ---------------------------------------
--------------------Nuevo tiempo = 4 ---------------------------------------
--------------------Nuevo tiempo = 5 ---------------------------------------
7	64	1	0.029655	-0.0269483
8	64	1	0.029655	-0.0269483
9	64	1	0.029655	-0.0269483
10	64	1	0.029655	-0.0269483
11	64	1	0.029655	-0.0269483
12	64	1	0.029655	-0.0269483
13	64	1	0.029655	-0.0269483
14	64	1	0.029655	-0.0269483
15	64	1	0.029655	-0.0269483
16	64	1	0.029655	-0.0269483
17	64	1	0.029655	-0.0269483
18	64	1	0.029655	-0.0269483
19	64	1	0.029655	-0.0269483
20	64	1	0.029655	-0.0269483
21	64	1	0.029655	-0.0269483
22	64	1	0.029655	-0.0269483
23	64	1	0.029655	-0.0269483
24	64	1	0.029655	-0.0269483
25	64	1	0.029655	-0.0269483
26	64	1	0.029655	-0.0269483
27	64	1	0.029655	-0.0269483
28	64	1	0.029655	-0.0269483
29	64	1	0.029655	-0.0269483
30	64	1	0.029655	-0.0269483
31	64	1	0.029655	-0.0269483
32	64	1	0.029655	-0.0269483
33	64	1	0.029655	-0.0269483
34	64	1	0.029655	-0.0269483
35	64	1	0.029655	-0.0269483
36	64	1	0.029655	-0.0269483
37	64	1	0.029655	-0.0269483
38	64	1	0.029655	-0.0269483
39	64	1	0.029655	-0.0269483
40	64	1	0.029655	-0.0269483
41	64	1	0.029655	-0.0269483
42	64	1	0.029655	-0.0269483
43	64	1	0.029655	-0.0269483
44	64	1	0.029655	-0.0269483
45	64	1	0.029655	-0.0269483
46	64	1	0.029655	-0.0269483
47	64	1	0.029655	-0.0269483
48	64	1	0.029655	-0.0269483
49	64	1	0.029655	-0.0269483
50	64	1	0.029655	-0.0269483
51	64	1	0.029655	-0.0269483
52	64	1	0.029655	-0.0269483
53	64	1	0.029655	-0.0269483
54	64	1	0.029655	-0.0269483
55	64	1	0.029655	-0.0269483
56	64	1	0.029655	-0.0269483
57	64	1	0.029655	-0.0269483
58	64	1	0.029655	-0.0269483
59	64	1	0.029655	-0.0269483
60	64	1	0.029655	-0.0269483
61	64	1	0.029655	-0.0269483
62	64	1	0.029655	-0.0269483
63	64	1	0.029655	-0.0269483
64	64	1	0.029655	-0.0269483
65	64	1	0.029655	-0.0269483
66	64	1	0.029655	-0.0269483
67	64	1	0.029655	-0.0269483
68	64	1	0.029655	-0.0269483
69	64	1	0.029655	-0.0269483
70	64	1	0.029655	-0.0269483
71	64	1	0.029655	-0.0269483
72	64	1	0.029655	-0.0269483
73	64	1	0.029655	-0.0269483
74	64	1	0.029655	-0.0269483
75	64	1	0.029655	-0.0269483
76	64	1	0.029655	-0.0269483
77	64	1	0.029655	-0.0269483
78	64	1	0.029655	-0.0269483
79	64	1	0.029655	-0.0269483
80	64	1	0.029655	-0.0269483
81	64	1	0.029655	-0.0269483
82	64	1	0.029655	-0.0269483
83	64	1	0.029655	-0.0269483
84	64	1	0.029655	-0.0269483
85	64	1	0.029655	-0.0269483
86	64	1	0.029655	-0.0269483
87	64	1	0.029655	-0.0269483
88	64	1	0.029655	-0.0269483
89	64	1	0.029655	-0.0269483
90	64	1	0.029655	-0.0269483
91	64	1	0.029655	-0.0269483
92	64	1	0.029655	-0.0269483
93	64	1	0.029655	-0.0269483
94	64	1	0.029655	-0.0269483
95	64	1	0.029655	-0.0269483
96	64	1	0.029655	-0.0269483
97	64	1	0.029655	-0.0269483
98	64	1	0.029655	-0.0269483
99	64	1	0.029655	-0.0269483
100	64	1	0.029655	-0.0269483
101	64	1	0.029655	-0.0269483
102	64	1	0.029655	-0.0269483
103	64	1	0.029655	-0.0269483
104	64	1	0.029655	-0.0269483
105	64	1	0.029655	-0.0269483
106	64	1	0.029655	-0.0269483
107	64	1	0.029655	-0.0269483
108	64	1	0.029655	-0.0269483
109	64	1	0.029655	-0.0269483
110	64	1	0.029655	-0.0269483
111	64	1	0.029655	-0.0269483
112	64	1	0.029655	-0.0269483
113	64	1	0.029655	-0.0269483
114	64	1	0.029655	-0.0269483
115	64	1	0.029655	-0.0269483
116	64	1	0.029655	-0.0269483
117	64	1	0.029655	-0.0269483
118	64	1	0.029655	-0.0269483
119	64	1	0.029655	-0.0269483
120	64	1	0.029655	-0.0269483
121	64	1	0.029655	-0.0269483
122	64	1	0.029655	-0.0269483
123	64	1	0.029655	-0.0269483
124	64	1	0.029655	-0.0269483
125	64	1	0.029655	-0.0269483
126	64	1	0.029655	-0.0269483
127	64	1	0.029655	-0.0269483
128	64	1	0.029655	-0.0269483
129	64	1	0.029655	-0.0269483
130	64	1	0.029655	-0.0269483
131	64	1	0.029655	-0.0269483
132	64	1	0.029655	-0.0269483
133	64	1	0.029655	-0.0269483
134	64	1	0.029655	-0.0269483
135	64	1	0.029655	-0.0269483
136	64	1	0.029655	-0.0269483
137	64	1	0.029655	-0.0269483
138	64	1	0.029655	-0.0269483
139	64	1	0.029655	-0.0269483
140	64	1	0.029655	-0.0269483
141	64	1	0.029655	-0.0269483
142	64	1	0.029655	-0.0269483
143	64	1	0.029655	-0.0269483
144	64	1	0.029655	-0.0269483
145	64	1	0.029655	-0.0269483
146	64	1	0.029655	-0.0269483
147	64	1	0.029655	-0.0269483
148	64	1	0.029655	-0.0269483
149	64	1	0.029655	-0.0269483
